"wordFeatures","Prop","Index","Model","N","Mean","SD","SE"
"valence",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0399919304471945,0.0179380418371474,0.00802213618621937
"valence",40,"Correlation coefficient (AoA)","Gpt-4o",5,0.171881691557707,0.0568913146905693,0.0254425693954891
"valence",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.163231876095476,0.0381908185002412,0.0170794532565792
"valence",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0747598289647155,0.0400046795362052,0.0178906365722099
"valence",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0566105409624336,0.0314867096287038,0.0140812846235157
"valence",50,"Correlation coefficient (AoA)","Gpt-4o",5,0.14899963136967,0.0910360592576684,0.0407125633807691
"valence",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.154477101867182,0.0575151586681584,0.0257215609037377
"valence",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0678251635170431,0.0277951153192986,0.0124303534592795
"valence",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0491027979649308,0.0411737090999812,0.0184134424866719
"arousal",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0816225883472883,0.0743880799493697,0.033267360696496
"arousal",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00422957785247827,0.0475318728940845,0.0212568997778105
"arousal",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0537623927755543,0.0589537700809497,0.0263649274861794
"arousal",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0516648795600902,0.0272574943971967,0.0121899220736903
"arousal",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0952393617918595,0.0836024297546338,0.0373881432031025
"arousal",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00407517417254478,0.0944364611114855,0.0422332693199594
"arousal",20,"Difference (correlation to AoA)","Gpt-4o",5,0.105076014968374,0.0348884503318293,0.0156025893143191
"arousal",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0608364207377418,0.049610001351207,0.0221862670770311
"arousal",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0295222158022099,0.0849789354713872,0.038003735273918
"arousal",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.00183181985470506,0.0577246796967207,0.0258152615562539
"arousal",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0734448667291475,0.0836223127211963,0.0373970351360681
"arousal",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0573750096590636,0.0624675658206786,0.027936344712796
"arousal",40,"Correlation coefficient (AoA)","Gpt-4o",5,0.00437700025074195,0.0603957833699449,0.0270098154339096
"arousal",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.0528646041222896,0.0141865576687936,0.0063444214628287
"arousal",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0398506471625034,0.0420188627657282,0.0187914066962806
"arousal",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0719055093624626,0.0284013342904017,0.0127014628250068
"arousal",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0970576565176082,0.0718354700855758,0.0321257988614
"arousal",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0149306284455425,0.0569946391566715,0.0254887775014777
"arousal",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0685727664054504,0.0512037253465386,0.0228990021152179
"arousal",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0529191330147522,0.0341908254752992,0.0152906019939201
"dominance",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0207336498502359,0.113444409917707,0.0507338824486688
"dominance",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0535083701420621,0.0522706607930056,0.0233761501523987
"dominance",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0818975956268981,0.0718504308093336,0.032132489500463
"dominance",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0553252329067423,0.0214485934042386,0.00959210257472623
"dominance",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0386542388892468,0.0497284877795746,0.0222392558186793
"dominance",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0885554557357903,0.0459142326141952,0.0205334690520157
"dominance",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0383067126466531,0.0420628077934122,0.0188110595101155
"dominance",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0741955580913183,0.0346559594040579,0.0154986162105893
"dominance",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0244861699768284,0.0642858723438586,0.0287495161107483
"dominance",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0619977563353622,0.0173461047645925,0.00775741387969235
"dominance",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0726173478349518,0.0499913369757487,0.0223568055527746
"dominance",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0727438661878033,0.0468889037585077,0.0209693552388937
"dominance",40,"Correlation coefficient (AoA)","Gpt-4o",5,0.00828376869427911,0.122543849152244,0.0548032753857795
"dominance",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0254246620823371,0.0583241400421256,0.0260833483726821
"dominance",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0957697877667489,0.061239474559863,0.0273871256044445
"dominance",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0581360799855515,0.0434239348548413,0.0194197740371895
"dominance",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0314462152591557,0.0786160171109131,0.0351581516760576
"dominance",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0424389512407445,0.0568806839577873,0.0254378151872588
"dominance",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0788259756467985,0.0602331119068156,0.0269370665439983
"dominance",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0533643206277318,0.0473694980533422,0.0211842835414634
"Auditory",10,"Correlation coefficient (AoA)","Gpt-4o",5,0.0308544454894742,0.0333363646416706,0.0149084754922992
"Auditory",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.040727070379869,0.053652578062316,0.0239941623430905
"Auditory",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0467998856666788,0.0243831369941778,0.0109044703647343
"Auditory",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0489391329278945,0.0189546879929966,0.00847679416892788
"Auditory",20,"Correlation coefficient (AoA)","Gpt-4o",5,0.0592967740405984,0.041036639329344,0.0183521430217109
"Auditory",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.011188976051551,0.0649221389932738,0.02903406320673
"Auditory",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0172237486759212,0.0114155644398472,0.00510519561780553
"Auditory",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0796806948613128,0.0411368433366302,0.0183969556160929
"Auditory",30,"Correlation coefficient (AoA)","Gpt-4o",5,0.00586066120730269,0.0638334682750888,0.028547194860535
"Auditory",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.000212741945774109,0.0848387527977605,0.0379410436764186
"Auditory",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0495878947631891,0.051156229133154,0.0228777611628575
"Auditory",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0599828024447366,0.0560949274189502,0.0250864141803379
"Auditory",40,"Correlation coefficient (AoA)","Gpt-4o",5,0.0491892032817637,0.0526899073200535,0.0235636428991607
"Auditory",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.0335306972414786,0.0270417618340408,0.0120934435384549
"Auditory",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0479300421202842,0.033797991050715,0.0151149210984656
"Auditory",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0249927191722729,0.0185404399925208,0.00829153683120644
"Auditory",50,"Correlation coefficient (AoA)","Gpt-4o",5,0.0868757905595865,0.0672705223879211,0.0300842921882626
"Auditory",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.0500502853400415,0.0389256656338411,0.0174080868853392
"Auditory",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0348079183044584,0.0184794813301679,0.00826427528863872
"Auditory",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0481830897575412,0.0359488711867135,0.016076823937575
"Gustatory",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0353988974308255,0.0283010236765846,0.0126566025547348
"Gustatory",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0522571551525221,0.0337607121242724,0.0150982494557349
"Gustatory",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0106861627493296,0.0054157915137778,0.00242201559535473
"Gustatory",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0151514981885049,0.0139687145227041,0.00624699904621096
"Gustatory",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0363345617024846,0.0239940244430073,0.0107304539416712
"Gustatory",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0627696921784578,0.0222491895643497,0.00995014006203298
"Gustatory",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0091687266840266,0.00611265615614599,0.002733662937645
"Gustatory",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0350494306692658,0.0268631306722299,0.0120135572543131
"Gustatory",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0573234775715088,0.0469407790326207,0.0209925545667474
"Gustatory",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0537908920670978,0.0410290424500898,0.0183487455940251
"Gustatory",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0354063856512112,0.0325049254252711,0.0145366445708935
"Gustatory",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0266667476886017,0.0238018756367859,0.0106445223831699
"Gustatory",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0447024582469889,0.0347863523835174,0.0155569297237613
"Gustatory",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0437956716991598,0.0268151896135355,0.0119921173610824
"Gustatory",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0301593888379419,0.0134000085636234,0.00599266600946823
"Gustatory",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0251497157529683,0.0232782926602693,0.0104103689576993
"Gustatory",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0758889112968662,0.0737731132981286,0.0329923392492819
"Gustatory",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0816945595131205,0.0568588408252651,0.0254280466414266
"Gustatory",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0680123815787031,0.030375016531056,0.0135841203562242
"Gustatory",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0518169837648116,0.0175056167115516,0.00782874979101715
"Haptic",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.227265428168761,0.00877504672020117,0.00392432019442128
"Haptic",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.232882044681808,0.0510498135712154,0.0228301706767858
"Haptic",10,"Difference (correlation to AoA)","Gpt-4o",5,0.01256487023735,0.00925581025945281,0.00413932418539529
"Haptic",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0290366499985216,0.0344042766565389,0.015386060264146
"Haptic",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.206147419304875,0.0220917929241445,0.00987975014464719
"Haptic",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.272829385167037,0.0747695938794821,0.0334379789129148
"Haptic",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0219483102412076,0.00825805174426383,0.00369311301237693
"Haptic",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0763116839955937,0.0493717156378496,0.0220797024664042
"Haptic",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.205464863192321,0.0411360020724577,0.0183965793913175
"Haptic",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.271717199358008,0.0633288991209037,0.0283215446749135
"Haptic",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0330309612569059,0.0284847325490977,0.0127387596601367
"Haptic",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0566796233954339,0.0428794907394257,0.0191762912267857
"Haptic",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.21411699698431,0.0422385653366355,0.0188896606729567
"Haptic",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.296608388277956,0.0230089062212679,0.0102898956797346
"Haptic",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0530643691252402,0.0258057698450437,0.0115406911170464
"Haptic",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0692157199852327,0.044849084358574,0.0200571202708788
"Haptic",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.234488024381169,0.03470053621496,0.0155185515664688
"Haptic",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.302703475196057,0.0389215733220288,0.0174062567478597
"Haptic",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0139676795222292,0.0152321441288327,0.00681202194302884
"Haptic",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0785338763519376,0.0317945239325673,0.0142189433650929
"Interoceptive",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.078697084144139,0.0876258045283974,0.0391874511017211
"Interoceptive",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0269707578702332,0.0650892290195865,0.0291087881381695
"Interoceptive",10,"Difference (correlation to AoA)","Gpt-4o",5,0.115004318575555,0.0622677625028352,0.0278469899526304
"Interoceptive",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0590766019887842,0.0518998384419827,0.023210313355506
"Interoceptive",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0327786654190655,0.0943044100528502,0.0421742142912375
"Interoceptive",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00897924471545182,0.0531085551614469,0.0237508679055585
"Interoceptive",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0831088715184629,0.0652018068220647,0.0291591344619892
"Interoceptive",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0488909992491419,0.0324705555086722,0.0145212738769143
"Interoceptive",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0274480635803911,0.0572697322423529,0.0256118028694225
"Interoceptive",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0142349731494812,0.0766657896084904,0.0342859834226563
"Interoceptive",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0624626231143786,0.0693974188325705,0.0310354691945304
"Interoceptive",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.06472381869917,0.0321388807816264,0.0143729444296956
"Interoceptive",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0680610697023508,0.0616323407327725,0.0275628206981817
"Interoceptive",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0292997975002874,0.0702416863462085,0.0314130371048682
"Interoceptive",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0886023655670832,0.0517588871475815,0.0231472780203465
"Interoceptive",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0544447152084794,0.0680866213519167,0.0304492627402349
"Interoceptive",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0206888765527118,0.0952238210398259,0.0425853873844651
"Interoceptive",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0732912657168147,0.016844030959362,0.00753287964804888
"Interoceptive",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0628450664106899,0.061550473662562,0.0275262086313598
"Interoceptive",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0769683282555342,0.0129976696968899,0.00581273459826698
"Olfactory",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0795942933885458,0.0514482725854824,0.0230083669652155
"Olfactory",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0647813001641023,0.0308405362828365,0.0137923071181942
"Olfactory",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0526540260512037,0.0339140501517939,0.0151668243063496
"Olfactory",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0711290380946203,0.0270494008399872,0.0120968598057702
"Olfactory",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.12483337322351,0.03711250943461,0.0165972187822781
"Olfactory",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.102587107476697,0.0484301526971735,0.0216586227183149
"Olfactory",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0264805799514134,0.0166676668263624,0.00745400721001291
"Olfactory",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0392001429948628,0.0274644690591097,0.0122824839564218
"Olfactory",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.083953419851807,0.0429314380715829,0.0191995227799764
"Olfactory",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.164721627301336,0.0637485368061562,0.0285092123529425
"Olfactory",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0472206037318943,0.0433865197661528,0.0194030415008512
"Olfactory",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0506524675588043,0.0506630774473916,0.0226572170243408
"Olfactory",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0784095826310988,0.046951672918535,0.020997426460636
"Olfactory",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.082448115618742,0.0346096980158131,0.0154779274888195
"Olfactory",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0369500786599906,0.0373292748880522,0.0166941592400921
"Olfactory",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.038642788021535,0.0382400375654003,0.0171014646916761
"Olfactory",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.130700239271446,0.051413839583902,0.0229929680587749
"Olfactory",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.106316438300295,0.0585340795082552,0.0261772361561672
"Olfactory",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0319015418873485,0.0189767488141309,0.00848666006806703
"Olfactory",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0527606539816831,0.017435687581111,0.00779747653316259
"Visual",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.246541235447066,0.0357035714326354,0.0159671225525785
"Visual",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.227361708558566,0.0386389899695528,0.0172798816307705
"Visual",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0437556624333298,0.0328675591188421,0.0146988192888448
"Visual",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0347783800737191,0.0321866202114868,0.0143942941517706
"Visual",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.250326332465351,0.0216845131629802,0.00969760909828255
"Visual",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.270420490711117,0.0257525740730966,0.0115169012446085
"Visual",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0565829955322574,0.0149597038992838,0.00669018296841343
"Visual",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.076677153778023,0.0245542971829724,0.0109810155281716
"Visual",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.278531982186089,0.0253364002053114,0.0113307826328432
"Visual",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.305241771104706,0.0472675127291341,0.0211386743179361
"Visual",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0879738700045236,0.026115764256667,0.0116793248324533
"Visual",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.11468365892314,0.0617349367848474,0.0276087030475142
"Visual",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.24719294828981,0.0352067550672794,0.0157449395195244
"Visual",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.261309701677505,0.0467761581052419,0.0209189338499197
"Visual",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0812574469179047,0.0352223633794562,0.0157519197689326
"Visual",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0953742003055995,0.0377631979120022,0.016888215515803
"Visual",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.313733592733658,0.0567566490971243,0.0253823451112544
"Visual",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.282449951349969,0.0708030519729211,0.0316640874451804
"Visual",50,"Difference (correlation to AoA)","Gpt-4o",5,0.127932918436265,0.05332018766049,0.0238455128363802
"Visual",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0966492770525769,0.0522382395545698,0.0233616509337873
"Foot_leg",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.051852230466579,0.0444347571155098,0.0198718274947945
"Foot_leg",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00882439471969922,0.0683246817248625,0.030555726575566
"Foot_leg",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0637953104866401,0.0478049993679078,0.0213790456501953
"Foot_leg",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0538739338378419,0.028571594841822,0.0127776056583793
"Foot_leg",20,"Correlation coefficient (AoA)","Gpt-4o",5,0.00108816874487818,0.0655509850321965,0.0293152917048125
"Foot_leg",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0108744650750922,0.0507501936296251,0.0226961765654237
"Foot_leg",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0563761080189387,0.0172217893892827,0.00770181835372413
"Foot_leg",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0387647167762635,0.0198467861519602,0.00887575259413691
"Foot_leg",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.00429812528035082,0.0603742879045739,0.0270002023695541
"Foot_leg",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.00831601100989413,0.03223692247697,0.0144167900087791
"Foot_leg",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0453303060051478,0.0282343628255529,0.0126267909158658
"Foot_leg",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0397897995552286,0.0221669553854715,0.00991336381922387
"Foot_leg",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0473722187089185,0.0956532161072782,0.0427774186964704
"Foot_leg",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.018159786472829,0.0489525724284564,0.0218922559247021
"Foot_leg",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0440254536772283,0.0452966685243458,0.0202572859949425
"Foot_leg",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0470787359588269,0.0293113438706619,0.0131084314813343
"Foot_leg",50,"Correlation coefficient (AoA)","Gpt-4o",5,0.00746578401581025,0.0617811088838998,0.0276293518379432
"Foot_leg",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.0191929205270857,0.079894050926106,0.0357297057737206
"Foot_leg",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0637004371863029,0.0444589084490514,0.0198826282995037
"Foot_leg",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0519771001043258,0.028361112402671,0.0126834750499769
"Hand_arm",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0120371148011242,0.0465030987063501,0.0207968179743563
"Hand_arm",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.00240909770865717,0.0241288151007658,0.0107907341563672
"Hand_arm",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0272816579089482,0.0397841083972119,0.0177919941600772
"Hand_arm",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0350677052084481,0.0251165436958489,0.0112324598127524
"Hand_arm",20,"Correlation coefficient (AoA)","Gpt-4o",5,0.0152148151314521,0.0389742972172709,0.0174298355906197
"Hand_arm",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0474050333022294,0.0427687116076581,0.0191267492929616
"Hand_arm",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0355962122527269,0.0216971481097927,0.00970325961827549
"Hand_arm",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0394686784185433,0.0346368795455081,0.0154900834384456
"Hand_arm",30,"Correlation coefficient (AoA)","Gpt-4o",5,0.0124906664358894,0.0415275659227406,0.0185716920686704
"Hand_arm",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0176656643975245,0.0363179417938329,0.0162418773307782
"Hand_arm",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0403597826677238,0.0268600556559279,0.0120121820652165
"Hand_arm",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.039411171272931,0.0212042239025139,0.00948281721122939
"Hand_arm",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0266143000066507,0.0347778372395623,0.015553121635617
"Hand_arm",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0102006624757743,0.0302239591379537,0.0135165654363281
"Hand_arm",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0389579561173125,0.0124029592546326,0.00554677200310374
"Hand_arm",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.02208216745629,0.00960813772826304,0.00429688981951531
"Hand_arm",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0327582008282704,0.063348562249877,0.0283303382935204
"Hand_arm",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0398387605816187,0.0421230716594426,0.0188380103303217
"Hand_arm",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0247295220814281,0.0143113616629257,0.00640023550577726
"Hand_arm",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0267810048502263,0.0230935924636031,0.0103277685186587
"Head",10,"Correlation coefficient (AoA)","Gpt-4o",5,0.0217551657639083,0.0477170428542677,0.0213397103014826
"Head",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.0366162466412206,0.0543316932514442,0.0242978718885791
"Head",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0951549461892161,0.0550165928691827,0.0246041683091846
"Head",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.110016027066528,0.0616119738336601,0.0275537123440004
"Head",20,"Correlation coefficient (AoA)","Gpt-4o",5,0.0182728861231034,0.0452968029529996,0.0202573461132641
"Head",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0199888515778611,0.0497001264122479,0.0222265722296238
"Head",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0870139802595954,0.0499076678353283,0.0223193875756548
"Head",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.058713784568631,0.0327264495786037,0.0146357131839954
"Head",30,"Correlation coefficient (AoA)","Gpt-4o",5,0.0118725411507456,0.0450013634847899,0.0201252215664334
"Head",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0275082923220951,0.0658340340634543,0.0294418750797841
"Head",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0888989142208851,0.0642705049492734,0.0287426436029624
"Head",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0720344922777482,0.0467897927726543,0.0209250314585567
"Head",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.00473383293912367,0.0432193370231792,0.0193282751052604
"Head",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0322612977497995,0.0392096210251851,0.0175350755968638
"Head",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0735016311148858,0.0523244229113193,0.0234001933026315
"Head",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0288168553304311,0.0301846941941793,0.0134990056196456
"Head",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.0314250600353335,0.0420093486741909,0.0187871518651963
"Head",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0218946747434254,0.0438787412561248,0.0196231696431639
"Head",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0698337961790293,0.0418886579661617,0.0187331773397151
