"wordFeatures","Prop","Index","Model","N","Mean","SD","SE"
"Olfactory",30,"Correlation coefficient","Gpt-4o",5,0.578609833589964,0.0436826414674114,0.0195354711515766
"Olfactory",30,"Correlation coefficient","Llama-3.1-70B",5,0.569872280937239,0.0447447898223006,0.020010478336321
"Olfactory",30,"KL divergence (log)","Gpt-4o",5,2.12275529087855,0.618742373016914,0.27671000132507
"Olfactory",30,"KL divergence (log)","Llama-3.1-70B",5,1.85487837365567,0.705532730323604,0.315523829070921
"Olfactory",40,"Correlation coefficient","Gpt-4o",5,0.598346551894257,0.034107905589608,0.0152535190937017
"Olfactory",40,"Correlation coefficient","Llama-3.1-70B",5,0.617207398774504,0.0362872528458772,0.0162281528160208
"Olfactory",40,"KL divergence (log)","Gpt-4o",5,2.51939832880269,0.292383936807576,0.130758071646149
"Olfactory",40,"KL divergence (log)","Llama-3.1-70B",5,2.08900493774393,1.04007401158448,0.465135238306759
"Olfactory",50,"Correlation coefficient","Gpt-4o",5,0.623954849978386,0.0302418348829463,0.0135245597125185
"Olfactory",50,"Correlation coefficient","Llama-3.1-70B",5,0.593136733869878,0.025846178670348,0.0115587624931006
"Olfactory",50,"KL divergence (log)","Gpt-4o",5,2.00378597920451,0.623728301428973,0.278939776297133
"Olfactory",50,"KL divergence (log)","Llama-3.1-70B",5,2.734980326089,0.0955401612294575,0.0427268590180714
"Visual",10,"Correlation coefficient","Gpt-4o",5,0.651245539584717,0.0218291315979783,0.00976228442857363
"Visual",10,"Correlation coefficient","Llama-3.1-70B",5,0.602134588891343,0.0471629838990459,0.021091927603999
"Visual",10,"KL divergence (log)","Gpt-4o",5,1.5137664095902,0.528444271783114,0.236327462805483
"Visual",10,"KL divergence (log)","Llama-3.1-70B",5,2.31225483802112,1.28931489011541,0.576599147740147
"Visual",20,"Correlation coefficient","Gpt-4o",5,0.655702007771293,0.0427186189165134,0.0191043471604465
"Visual",20,"Correlation coefficient","Llama-3.1-70B",5,0.649802177828724,0.0173813454747784,0.00777317400440257
"Visual",20,"KL divergence (log)","Gpt-4o",5,0.84582558956223,0.492305137375942,0.220165550568996
"Visual",20,"KL divergence (log)","Llama-3.1-70B",5,2.22007524897049,0.356696701793758,0.159519614512163
"Visual",30,"Correlation coefficient","Gpt-4o",5,0.657166899341556,0.0256837083324952,0.0114861035491474
"Visual",30,"Correlation coefficient","Llama-3.1-70B",5,0.658983399159155,0.0278635542548734,0.0124609602817301
"Visual",30,"KL divergence (log)","Gpt-4o",5,1.5535567982642,1.14792326092086,0.513366888874454
"Visual",30,"KL divergence (log)","Llama-3.1-70B",5,2.01602701948401,0.69093647508722,0.308996185285823
"Visual",40,"Correlation coefficient","Gpt-4o",5,0.667308176043451,0.0221261586031872,0.00989511894353366
"Visual",40,"Correlation coefficient","Llama-3.1-70B",5,0.641624952081708,0.0289722495261311,0.0129567838803031
"Visual",40,"KL divergence (log)","Gpt-4o",5,1.10194879922443,0.723238402898975,0.323442046564098
"Visual",40,"KL divergence (log)","Llama-3.1-70B",5,1.88802843139885,0.94331767288309,0.4218644881887
"Visual",50,"Correlation coefficient","Gpt-4o",5,0.66643965552335,0.0485224570971267,0.0216999025008985
"Visual",50,"Correlation coefficient","Llama-3.1-70B",5,0.654790927274586,0.0284067624561889,0.0127038903745455
"Visual",50,"KL divergence (log)","Gpt-4o",5,0.775934572972555,0.789611280352264,0.353124899733661
"Visual",50,"KL divergence (log)","Llama-3.1-70B",5,1.43274549404102,0.562297554579658,0.251467111124403
"Foot_leg",10,"Correlation coefficient","Gpt-4o",5,0.412776329661769,0.0880810949212677,0.0393910631553132
"Foot_leg",10,"Correlation coefficient","Llama-3.1-70B",5,0.489900264488521,0.139472265887111,0.0623738934999011
"Foot_leg",10,"KL divergence (log)","Gpt-4o",5,2.77636285508447,0.579256969971005,0.259051592259144
"Foot_leg",10,"KL divergence (log)","Llama-3.1-70B",5,2.99014931021372,0.0408401789268163,0.0182642832587231
"Foot_leg",20,"Correlation coefficient","Gpt-4o",5,0.598266020684552,0.114067496752456,0.0510125353523458
"Foot_leg",20,"Correlation coefficient","Llama-3.1-70B",5,0.554864499090701,0.0965945986285602,0.0431984177585537
"Foot_leg",20,"KL divergence (log)","Gpt-4o",5,1.61931466530092,0.962394322712789,0.430395825349133
"Foot_leg",20,"KL divergence (log)","Llama-3.1-70B",5,2.92369265207019,0.0953006398675974,0.0426197418086349
"Foot_leg",30,"Correlation coefficient","Gpt-4o",5,0.546137445348463,0.0991225752827902,0.0443289632874319
"Foot_leg",30,"Correlation coefficient","Llama-3.1-70B",5,0.596528076663425,0.0802763439256233,0.0359006724005692
"Foot_leg",30,"KL divergence (log)","Gpt-4o",5,1.69053000794257,0.674084777835249,0.301459877167492
"Foot_leg",30,"KL divergence (log)","Llama-3.1-70B",5,2.90377222670732,0.105381458368849,0.047128020896162
"Foot_leg",40,"Correlation coefficient","Gpt-4o",5,0.599730072784216,0.127723828331996,0.0571198324993715
"Foot_leg",40,"Correlation coefficient","Llama-3.1-70B",5,0.655272197569192,0.12472102617432,0.0557769385498622
"Foot_leg",40,"KL divergence (log)","Gpt-4o",5,1.55344798452784,1.06478302891046,0.476185446786381
"Foot_leg",40,"KL divergence (log)","Llama-3.1-70B",5,2.60036713241414,0.372718682158164,0.166684861957958
"Foot_leg",50,"Correlation coefficient","Gpt-4o",5,0.604840519931807,0.175378701066151,0.0784317394779055
"Foot_leg",50,"Correlation coefficient","Llama-3.1-70B",5,0.57313875969914,0.156567195488468,0.0700189784317427
"Foot_leg",50,"KL divergence (log)","Gpt-4o",5,1.23387526780145,0.973838617903565,0.435513869749363
"Foot_leg",50,"KL divergence (log)","Llama-3.1-70B",5,2.865021066522,0.20140675538073,0.0900718392317969
"Hand_arm",10,"Correlation coefficient","Gpt-4o",5,0.586753159934921,0.028959508094208,0.0129510857387209
"Hand_arm",10,"Correlation coefficient","Llama-3.1-70B",5,0.600532521299416,0.0303039620270861,0.0135523438160274
"Hand_arm",10,"KL divergence (log)","Gpt-4o",5,2.62666320426663,0.580874538261804,0.259774990790439
"Hand_arm",10,"KL divergence (log)","Llama-3.1-70B",5,3.06800202775781,0.0537681184861014,0.0240458335914372
"Hand_arm",20,"Correlation coefficient","Gpt-4o",5,0.558288073437407,0.112871176062543,0.0504775244752388
"Hand_arm",20,"Correlation coefficient","Llama-3.1-70B",5,0.581064712553163,0.0662561242226751,0.0296306395375144
"Hand_arm",20,"KL divergence (log)","Gpt-4o",5,1.47638320024288,0.780799359266832,0.349184088821783
"Hand_arm",20,"KL divergence (log)","Llama-3.1-70B",5,2.67078399696655,0.568111188650681,0.254067047320226
"Hand_arm",30,"Correlation coefficient","Gpt-4o",5,0.629957762334642,0.0405680746928438,0.0181425945458975
"Hand_arm",30,"Correlation coefficient","Llama-3.1-70B",5,0.60419900435641,0.0348277677057076,0.0155754512189068
"Hand_arm",30,"KL divergence (log)","Gpt-4o",5,0.960141322033726,1.25150724857149,0.559691056427915
"Hand_arm",30,"KL divergence (log)","Llama-3.1-70B",5,3.08750704756896,0.0179875187701053,0.00804426294330178
"Hand_arm",40,"Correlation coefficient","Gpt-4o",5,0.668191994332895,0.0444921879609238,0.0198975113496647
"Hand_arm",40,"Correlation coefficient","Llama-3.1-70B",5,0.591412190146736,0.0840898932637531,0.0376061435116907
"Hand_arm",40,"KL divergence (log)","Gpt-4o",5,0.677863066816402,1.09410169886337,0.489297154591301
"Hand_arm",40,"KL divergence (log)","Llama-3.1-70B",5,2.59574481451555,0.916345929034725,0.409802357645368
"Hand_arm",50,"Correlation coefficient","Gpt-4o",5,0.675696085100265,0.0375472191211267,0.0167916268641838
"Hand_arm",50,"Correlation coefficient","Llama-3.1-70B",5,0.646313327373472,0.0367448442580029,0.0164327939167075
"Hand_arm",50,"KL divergence (log)","Gpt-4o",5,-0.0158796861842192,0.952308423378797,0.425885274044128
"Hand_arm",50,"KL divergence (log)","Llama-3.1-70B",5,2.49173808253924,0.687179205673472,0.307315883322039
"Head",10,"Correlation coefficient","Gpt-4o",5,0.513896088222554,0.0534920770189578,0.0239223840944088
"Head",10,"Correlation coefficient","Llama-3.1-70B",5,0.356338304652132,0.0832919552696165,0.0372492947923469
"Head",10,"KL divergence (log)","Gpt-4o",5,2.43457927780632,0.976069935189331,0.436511745175432
"Head",10,"KL divergence (log)","Llama-3.1-70B",5,3.16994211861239,0.101830735890612,0.045540089530047
"Head",20,"Correlation coefficient","Gpt-4o",5,0.553375139487178,0.028034466587629,0.012537394600577
"Head",20,"Correlation coefficient","Llama-3.1-70B",5,0.462434509429678,0.130938245354558,0.0585573634934673
"Head",20,"KL divergence (log)","Gpt-4o",5,2.43093051565934,0.402846747634918,0.180158542445276
"Head",20,"KL divergence (log)","Llama-3.1-70B",5,2.48371812081655,1.06645865962035,0.476934811620883
"Head",30,"Correlation coefficient","Gpt-4o",5,0.589430084452719,0.0422057837927289,0.0188750003208402
"Head",30,"Correlation coefficient","Llama-3.1-70B",5,0.454564909648396,0.103073981476811,0.0460960858587408
"Head",30,"KL divergence (log)","Gpt-4o",5,0.508768956098085,1.14330149436214,0.511299972034167
"Head",30,"KL divergence (log)","Llama-3.1-70B",5,2.25406848664676,1.16685546673267,0.521833628706297
"Head",40,"Correlation coefficient","Gpt-4o",5,0.575546577191816,0.0537753983252289,0.024049089234468
"Head",40,"Correlation coefficient","Llama-3.1-70B",5,0.487302429921573,0.130391662731763,0.0583129243134895
"Head",40,"KL divergence (log)","Gpt-4o",5,1.13922807231716,0.409816346511059,0.183275441817867
"Head",40,"KL divergence (log)","Llama-3.1-70B",5,2.18764425511815,1.16463358855379,0.520839974577158
"Head",50,"Correlation coefficient","Gpt-4o",5,0.584429440675555,0.0342721639078238,0.0153269776467818
"Head",50,"Correlation coefficient","Llama-3.1-70B",5,0.569641549670864,0.0535815303991643,0.0239623888622006
"Head",50,"KL divergence (log)","Gpt-4o",5,2.04642731835827,0.74771491392911,0.334388275067179
"Head",50,"KL divergence (log)","Llama-3.1-70B",5,1.07564610496646,0.411250143601518,0.183916655369909
"Mouth",10,"Correlation coefficient","Gpt-4o",5,0.583501489323291,0.0593926280814393,0.0265611907504922
"Mouth",10,"Correlation coefficient","Llama-3.1-70B",5,0.557018732683384,0.0206931890846534,0.00925427549290833
"Mouth",10,"KL divergence (log)","Gpt-4o",5,1.87686113088744,0.948247592869248,0.424069215431237
"Mouth",10,"KL divergence (log)","Llama-3.1-70B",5,3.16088755666708,0.0575638422518135,0.0257433328642259
"Mouth",20,"Correlation coefficient","Gpt-4o",5,0.641272120630557,0.112750129118835,0.0504233906363189
"Mouth",20,"Correlation coefficient","Llama-3.1-70B",5,0.584400626806729,0.0629578590687639,0.0281556105191215
"Mouth",20,"KL divergence (log)","Gpt-4o",5,1.99879546540081,0.92427792968074,0.413349656173781
"Mouth",20,"KL divergence (log)","Llama-3.1-70B",5,2.81045195489259,0.502655847661127,0.224794528931612
"Mouth",30,"Correlation coefficient","Gpt-4o",5,0.67512770695421,0.066153231778977,0.0295846246378184
"Mouth",30,"Correlation coefficient","Llama-3.1-70B",5,0.616980720022247,0.0471305795960237,0.0210774359591347
"Mouth",30,"KL divergence (log)","Gpt-4o",5,1.69504974829174,0.978538223275505,0.437615597165179
"Mouth",30,"KL divergence (log)","Llama-3.1-70B",5,3.10690287551648,0.0848915755508172,0.0379646667297373
"Mouth",40,"Correlation coefficient","Gpt-4o",5,0.650048210727765,0.0760418940215042,0.0340069688339837
"Mouth",40,"Correlation coefficient","Llama-3.1-70B",5,0.645248508122655,0.0307860369287366,0.0137679342660948
"Mouth",40,"KL divergence (log)","Gpt-4o",5,1.99457913718493,1.15924565179913,0.518430416008782
"Mouth",40,"KL divergence (log)","Llama-3.1-70B",5,3.08539568248605,0.0469480260229656,0.020995795519356
"Mouth",50,"Correlation coefficient","Gpt-4o",5,0.664043883821533,0.0878519958313726,0.0392886069275955
"Mouth",50,"Correlation coefficient","Llama-3.1-70B",5,0.626959581838488,0.0305646657369624,0.0136689340594813
"Mouth",50,"KL divergence (log)","Gpt-4o",5,1.90781760573407,0.786983730491705,0.351949823713165
"Mouth",50,"KL divergence (log)","Llama-3.1-70B",5,2.96632732261293,0.295836280369791,0.132302006623508
"Torso",10,"Correlation coefficient","Gpt-4o",5,0.438204420562624,0.0621545817339748,0.0277963739740469
"Torso",10,"Correlation coefficient","Llama-3.1-70B",5,0.43776695959626,0.0371219026487305,0.0166014195553382
"Torso",10,"KL divergence (log)","Gpt-4o",5,1.42608641301837,0.552492721875888,0.247082256637674
"Torso",10,"KL divergence (log)","Llama-3.1-70B",5,3.10966971126912,0.0173540607868507,0.00776097192101234
"Torso",20,"Correlation coefficient","Gpt-4o",5,0.510825020942612,0.0517618917296745,0.0231486217103073
"Torso",20,"Correlation coefficient","Llama-3.1-70B",5,0.482868916656893,0.0879938591274565,0.0393520501223066
"Torso",20,"KL divergence (log)","Gpt-4o",5,0.856610136870752,0.954778932928601,0.426990119502613
"Torso",20,"KL divergence (log)","Llama-3.1-70B",5,2.23330618805622,0.686815177054922,0.307153084774672
"Torso",30,"Correlation coefficient","Gpt-4o",5,0.432000070226793,0.0485889083548229,0.0217296204067783
"Torso",30,"Correlation coefficient","Llama-3.1-70B",5,0.426593886017356,0.075747268783168,0.0338752084218223
"Torso",30,"KL divergence (log)","Gpt-4o",5,0.875598811187702,0.655618372732124,0.293201449745365
"Torso",30,"KL divergence (log)","Llama-3.1-70B",5,3.09628434461257,0.00959751165796773,0.00429213769641251
"Torso",40,"Correlation coefficient","Gpt-4o",5,0.540046907176362,0.0756091027492368,0.0338134186930119
"Torso",40,"Correlation coefficient","Llama-3.1-70B",5,0.523031625101005,0.103618137547116,0.0463394398514547
"Torso",40,"KL divergence (log)","Gpt-4o",5,0.72010257920274,0.859764702279972,0.384498463790577
"Torso",40,"KL divergence (log)","Llama-3.1-70B",5,2.51236598256697,0.807132411184394,0.360960587650323
"Torso",50,"Correlation coefficient","Gpt-4o",5,0.574704177006572,0.0934621754964479,0.0417975555470145
"Torso",50,"Correlation coefficient","Llama-3.1-70B",5,0.46756323037862,0.121771085644231,0.0544576850388899
"Torso",50,"KL divergence (log)","Gpt-4o",5,1.27793201053729,1.01399654842993,0.453473042247898
"Torso",50,"KL divergence (log)","Llama-3.1-70B",5,2.80765850125836,0.713775612148162,0.319210157888963
"concreteness",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.335749559333789,0.0656167313794723,0.0293446943651687
"concreteness",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.269666960131939,0.0628877176469962,0.0281242423216993
"concreteness",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0537450524525828,0.031641133730054,0.0141503451811125
"concreteness",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0574872964775835,0.025430467118069,0.0113728506351151
"concreteness",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.276586131919185,0.016144161001979,0.00721988828802524
"concreteness",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.290526095537067,0.035120396888816,0.0157063189680329
"concreteness",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0118352857807566,0.0107368546130968,0.00480166735588332
"concreteness",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0324063548907542,0.0134412769794055,0.00601112180607073
"concreteness",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.283686177178597,0.0513372564977296,0.0229587190614532
"concreteness",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.353772269728045,0.0398944888073164,0.0178413577801528
"concreteness",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0394813384104273,0.0297712484400989,0.0133141070574191
"concreteness",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0590848070570077,0.050293751690674,0.0224920495247684
"concreteness",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.280787125920545,0.0257379646150898,0.011510367696365
"concreteness",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.29891134504303,0.0698335906997928,0.0312305311835268
"concreteness",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0222160382103712,0.0155294293705374,0.00694497194486068
"concreteness",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0512406270321146,0.0460444909766279,0.0205917223626231
"concreteness",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.348749624248061,0.0557888952966981,0.0249495524546071
"concreteness",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.335775666582792,0.0754902373797968,0.0337602604837642
"concreteness",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0911635338897438,0.0479994073694499,0.0214659875515589
"concreteness",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0955509587716718,0.0511471166547253,0.0228736859386155
"adultBOI",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.232277374473471,0.0350600780275448,0.0156793435532074
"adultBOI",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.208145645848959,0.0409098875192717,0.0182954578889923
"adultBOI",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0552721221657502,0.0244084428361327,0.0109157874813021
"adultBOI",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.079403850790263,0.0287341768617598,0.0128503145480793
"adultBOI",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.246935563738307,0.0530163211925813,0.0237096196207149
"adultBOI",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.263494025057266,0.022832087668671,0.0102108200190766
"adultBOI",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0363081447959641,0.0195536161078613,0.00874464296462256
"adultBOI",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.00461748866775103,0.00286505738254183,0.00128129261336023
"adultBOI",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.252669592673592,0.0336192542500675,0.0150349875711999
"adultBOI",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.243711868088027,0.0610379743358615,0.0272970119647748
"adultBOI",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0305796963649171,0.0221445174874019,0.0099033292861527
"adultBOI",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0321915106639536,0.0148254820121439,0.00663015711567082
"adultBOI",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.258396781450762,0.0275073681376274,0.0123016690075693
"adultBOI",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.251179344222194,0.0323682120964352,0.014475504511552
"adultBOI",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0239639610356566,0.0292601208604459,0.0130855238547633
"adultBOI",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0354247907706034,0.0309066901433255,0.0138218920239997
"adultBOI",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.27057036546787,0.0172352134714083,0.00770782178575782
"adultBOI",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.264619044161036,0.0232611878674844,0.0104027194618177
"adultBOI",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0219281895098549,0.00839941231322953,0.003756331380686
"adultBOI",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0148120037898774,0.0135719095045074,0.00606954244731081
"childBOI",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.339158393722656,0.0411412492355528,0.0183989259939915
"childBOI",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.279397837663936,0.0423405536213661,0.0189352712204699
"childBOI",10,"Difference (correlation to AoA)","Gpt-4o",5,0.09002126848282,0.0425808615574344,0.0190427401965862
"childBOI",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.14978182454154,0.048341991951454,0.0216191960342398
"childBOI",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.304295577765442,0.0474581525366469,0.0212239310316993
"childBOI",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.311137347961385,0.041194688573448,0.0184228247924327
"childBOI",20,"Difference (correlation to AoA)","Gpt-4o",5,0.112411725000559,0.0498706010556252,0.0223028108078301
"childBOI",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.105569954804616,0.0278792824682235,0.0124679941525732
"childBOI",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.321573918977859,0.0333013880986979,0.0148928335067582
"childBOI",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.305963031655823,0.054566983853936,0.0244030970449069
"childBOI",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0944761041222636,0.0359363239264381,0.0160712126321935
"childBOI",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.1100869914443,0.0322372213784859,0.0144169236816008
"childBOI",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.298925793158684,0.0622866551763792,0.0278554390130946
"childBOI",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.340106292621821,0.0179421435858678,0.00802397054401243
"childBOI",40,"Difference (correlation to AoA)","Gpt-4o",5,0.12843382034329,0.0564596421752648,0.0252495195778412
"childBOI",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0872533208801535,0.0263206204002601,0.0117709392849899
"childBOI",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.351120769146358,0.0553108201043622,0.0247357507289232
"childBOI",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.339388772585939,0.0405420473185469,0.0181309547502568
"childBOI",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0669035333163957,0.0476212065434768,0.0212968510003544
"childBOI",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0786355298768156,0.0323815827712149,0.0144814840590945
"iconicity",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.107524442203042,0.102416291593489,0.0458019580012963
"iconicity",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.00283757516495366,0.0874683051674466,0.0391170152462213
"iconicity",10,"Difference (correlation to AoA)","Gpt-4o",5,0.105516090754866,0.0908056173817223,0.0406095066408735
"iconicity",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0690647086763947,0.0440537437159479,0.0197014331224427
"iconicity",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.133809064411298,0.0961861254276368,0.0430157429897034
"iconicity",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.04300234330379,0.0430968937997831,0.0192735168310808
"iconicity",20,"Difference (correlation to AoA)","Gpt-4o",5,0.128597022194263,0.0790961108244836,0.0353728561118805
"iconicity",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0474748609890678,0.0564041192703457,0.0252246889798997
"iconicity",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.125679706115224,0.0630906677928192,0.0282150043861201
"iconicity",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0757077980932627,0.0752503444708235,0.0336529771134073
"iconicity",30,"Difference (correlation to AoA)","Gpt-4o",5,0.102452610612715,0.0666874891516191,0.02982355179836
"iconicity",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0611193960101852,0.0817433351109418,0.0365567308031222
"iconicity",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.120227084234194,0.0619994643821034,0.0277270033853921
"iconicity",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0585789286834703,0.0581569616783572,0.0260085839355314
"iconicity",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0753591447804196,0.0534504060868634,0.023903748287039
"iconicity",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0517217954589656,0.0438301269775495,0.0196014286768496
"iconicity",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.141166210718072,0.0245645723653958,0.0109856107294476
"iconicity",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.0448039617440846,0.0842018408759836,0.037656208005864
"iconicity",50,"Difference (correlation to AoA)","Gpt-4o",5,0.127890754660098,0.108964195001269,0.0487302694272758
"iconicity",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.10520039210302,0.0519233945993667,0.0232208479893459
"babiness",10,"Correlation coefficient (AoA)","Gpt-4o",5,-0.381825122277138,0.0372951733645342,0.0166789085751476
"babiness",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.248468235616667,0.0349089827749241,0.0156117717020199
"babiness",10,"Difference (correlation to AoA)","Gpt-4o",5,0.103275511600733,0.0346584628955595,0.015499735806025
"babiness",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0374009192865207,0.0269260720785541,0.0120417055069412
"babiness",20,"Correlation coefficient (AoA)","Gpt-4o",5,-0.326372978805164,0.0491095073109523,0.0219624393377625
"babiness",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.2232276422885,0.058262550142112,0.0260558045320505
"babiness",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0710116388051278,0.0446835838328214,0.0199831061856999
"babiness",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0544245029499483,0.0227734228322105,0.0101845843066337
"babiness",30,"Correlation coefficient (AoA)","Gpt-4o",5,-0.353209633051175,0.0368613494288644,0.0164848966130628
"babiness",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.236707667677625,0.0224664061630265,0.0100472822781295
"babiness",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0869040019342407,0.0386379349920773,0.0172794098305005
"babiness",30,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0319734494782772,0.014806569332664,0.0066216991082801
"babiness",40,"Correlation coefficient (AoA)","Gpt-4o",5,-0.373316040121815,0.0337546392310664,0.0150955335753291
"babiness",40,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.257986330220236,0.0547797194305192,0.0244982352870014
"babiness",40,"Difference (correlation to AoA)","Gpt-4o",5,0.0825958050357893,0.0304861673132805,0.0136338284971855
"babiness",40,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0327339048657894,0.0324508211200688,0.014512448390032
"babiness",50,"Correlation coefficient (AoA)","Gpt-4o",5,-0.338430776043169,0.0224930515488421,0.0100591984569236
"babiness",50,"Correlation coefficient (AoA)","Llama-3.1-70B",5,-0.269433759838863,0.0388182010473644,0.0173600272612321
"babiness",50,"Difference (correlation to AoA)","Gpt-4o",5,0.0270669665825347,0.0242596533015097,0.0108492467785506
"babiness",50,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0419300496217718,0.0275694575533664,0.0123294362384244
"valence",10,"Correlation coefficient (AoA)","Gpt-4o",5,0.190827846685195,0.0458690456821066,0.0205132608416467
"valence",10,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.124109726839897,0.0319469028521185,0.0142870892895838
"valence",10,"Difference (correlation to AoA)","Gpt-4o",5,0.0284268651943246,0.018481731270603,0.00826528149259037
"valence",10,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0460233706549229,0.0395126488607109,0.0176705937647258
"valence",20,"Correlation coefficient (AoA)","Gpt-4o",5,0.207158652636191,0.0631747483240338,0.0282526063427961
"valence",20,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.17202480380882,0.0694105202395594,0.0310413283218559
"valence",20,"Difference (correlation to AoA)","Gpt-4o",5,0.0565114026404431,0.0271156387993089,0.0121264823217171
"valence",20,"Difference (correlation to AoA)","Llama-3.1-70B",5,0.0257496287740027,0.0356963587479363,0.015963896941921
"valence",30,"Correlation coefficient (AoA)","Gpt-4o",5,0.206797132028804,0.034400004997914,0.0153841499203337
"valence",30,"Correlation coefficient (AoA)","Llama-3.1-70B",5,0.205188170626749,0.0116367222141349,0.00520410038121749
"valence",30,"Difference (correlation to AoA)","Gpt-4o",5,0.0561952408953192,0.0235934401886757,0.0105513072169909
